cid,cmpdname,canonicalsmiles,sensitizer
129318499,Methyl 4-Methyl-3-[[(2RS)-2-[(1-methylethyl)amino]propanoyl]amino]thiophene-2-carboxylate Hydrochloride (Isopropylarticaine Hydrochloride),CC1=CSC(=C1NC(=O)C(C)NC(C)C)C(=O)OC.Cl,0
6928787,"(1S,2R)-2-carbamoylcyclohexane-1-carboxylic acid",C1CCC(C(C1)C(=O)N)C(=O)O,0
5375731,3-(Trifluoromethyl)benzamidoxime,C1=CC(=CC(=C1)C(F)(F)F)C(=NO)N,0
349978,Ethyl 2-cyano-3-ethylpent-2-enoate,CCC(=C(C#N)C(=O)OCC)CC,0
25887,"3,4,5-Trimethoxyphenylacetonitrile",COC1=CC(=CC(=C1OC)OC)CC#N,0
138040541,4-(Difluoromethyl)cycloheptan-1-aminehydrochloride,C1CC(CCC(C1)N)C(F)F.Cl,0
562189,Methyl 4-(benzyloxy)butanoate,COC(=O)CCCOCC1=CC=CC=C1,0
12047797,N-[(tert-butoxy)carbonyl]-4-isocyanoaniline,CC(C)(C)OC(=O)NC1=CC=C(C=C1)[N+]#[C-],0
133080640,"1-(Difluoromethyl)-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole",B1(OC(C(O1)(C)C)(C)C)C2=NN(C=C2)C(F)F,0
83815757,"1,3-Dimethyl-1H-indazol-5-ol",CC1=NN(C2=C1C=C(C=C2)O)C,0
46866705,"2H-Imidazo(4,5-C)(1,5)naphthyridin-2-one, 1,3-dihydro-1-(1-((2S)-2-hydroxy-1-oxopropyl)-4-piperidinyl)-3-methyl-8-(6-methyl-3-pyridinyl)-",CC1=NC=C(C=C1)C2=NC3=C4C(=CN=C3C=C2)N(C(=O)N4C5CCN(CC5)C(=O)C(C)O)C,0
255881,Picolinohydrazide,C1=CC=NC(=C1)C(=O)NN,0
24265810,"(8-Fluoro-1,2,3,4-tetrahydroquinolin-3-yl)methanol",C1C(CNC2=C1C=CC=C2F)CO,0
21595359,"3-Bromo-5-(bromomethyl)-1,2,4-oxadiazole",C(C1=NC(=NO1)Br)Br,0
24227,Dichloroacetylene,C(#CCl)Cl,0
50999511,2-Amino-5-bromo-N-methylbenzamide,CNC(=O)C1=C(C=CC(=C1)Br)N,0
580728,"1,10-Bis(2-oxocyclohexyl)-1,10-decanedione",C1CCC(=O)C(C1)C(=O)CCCCCCCCC(=O)C2CCCCC2=O,0
579773,(4-Fluorophenyl)[4-(trifluoromethyl)phenyl]methanol,C1=CC(=CC=C1C(C2=CC=C(C=C2)F)O)C(F)(F)F,0
141126,Trimethylantimony dibromide,C[Sb](C)(C)(Br)Br,0
4142593,"4-(9-Bromo-5-thien-2-yl-1,10b-dihydropyrazolo[1,5-c][1,3]benzoxazin-2-yl)phenyl methyl ether",COC1=CC=C(C=C1)C2=NN3C(C2)C4=C(C=CC(=C4)Br)OC3C5=CC=CS5,0
121552861,2-(1H-imidazol-2-yl)propan-2-amine dihydrochloride,CC(C)(C1=NC=CN1)N.Cl.Cl,0
136144472,Einecs 289-534-5,C1=CC=C(C=C1)C(=O)NC2=CC3=CC(=C(C(=C3C=C2)O)N=NC4=C(C=C(C=C4)C5=CC(=C(C=C5)N=NC6=C(C=CC7=CC(=CC(=C76)S(=O)(=O)O)S(=O)(=O)O)O)O)O)S(=O)(=O)O.[Na+].[Na+].[Na+].[Cu].[Cu],0
671214,4-Bromo-L-phenylalanine,C1=CC(=CC=C1CC(C(=O)O)N)Br,0
548977,Methallylcyclopentane,CC(=C)CC1CCCC1,0
43810764,2-Methyl-3-piperidin-1-ylpropanoic acid hydrochloride,CC(CN1CCCCC1)C(=O)O.Cl,0
21657832,N-(3-bromophenyl)prop-2-enamide,C=CC(=O)NC1=CC(=CC=C1)Br,0
86962,2-Oxoheptanedioic acid,C(CCC(=O)O)CC(=O)C(=O)O,0
4186724,2-Phosphonobutyric acid,CCC(C(=O)O)P(=O)(O)O,0
8063354,N-(2-Pentynyl)phthalimide,CCC#CCN1C(=O)C2=CC=CC=C2C1=O,0
16212935,"N-Alloc-1,5-pentanediamine hydrochloride",C=CCOC(=O)NCCCCCN.Cl,0
131615493,4-Methyl-2-phenylpent-3-en-2-amine,CC(=CC(C)(C1=CC=CC=C1)N)C,0
1619238,"4-(4-chlorophenyl)-3-(4-methoxyphenyl)-5-[(4-nitrobenzyl)sulfanyl]-4H-1,2,4-triazole",COC1=CC=C(C=C1)C2=NN=C(N2C3=CC=C(C=C3)Cl)SCC4=CC=C(C=C4)[N+](=O)[O-],0
71296095,Sarecycline Hydrochloride,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)CN(C)OC.Cl,0
146048445,"(1s)-1-(4-Ethoxyphenyl)-2,2,2-trifluoroethan-1-amine hydrochloride",CCOC1=CC=C(C=C1)C(C(F)(F)F)N.Cl,0
523036,"Ethanethioic acid, S-(2-bromoethyl) ester",CC(=O)SCCBr,0
246167,"6-Methylidene-3,20-dioxopregn-4-en-17-yl acetate",CC(=O)C1(CCC2C1(CCC3C2CC(=C)C4=CC(=O)CCC34C)C)OC(=O)C,0
3823137,2-(2-Chloroethoxy)benzamide,C1=CC=C(C(=C1)C(=O)N)OCCCl,0
138039702,"4-bromo-5-(2,2-dimethoxyethyl)-1H-pyrazole",COC(CC1=C(C=NN1)Br)OC,0
1596976,"4-(4-(4-Bromophenyl)-5-((2,5-dimethylbenzyl)thio)-4H-1,2,4-triazol-3-yl)pyridine",CC1=CC(=C(C=C1)C)CSC2=NN=C(N2C3=CC=C(C=C3)Br)C4=CC=NC=C4,0
57656024,5-(((Tert-butoxycarbonyl)amino)methyl)picolinic acid,CC(C)(C)OC(=O)NCC1=CN=C(C=C1)C(=O)O,0
108520,"2H-Pyran, tetrahydro-4-methylene-2-(2-methyl-1-propenyl)-",CC(=CC1CC(=C)CCO1)C,0
43539109,"2,3-Dihydro-1-benzothiophen-3-amine",C1C(C2=CC=CC=C2S1)N,0
9106643,2-Chloro-1-(trans-octahydroquinolin-1(2H)-YL)ethan-1-one,C1CCC2C(C1)CCCN2C(=O)CCl,0
14845245,3-(Tert-butoxycarbonylmethyl-amino)-propionic acid methyl ester,CC(C)(C)OC(=O)CNCCC(=O)OC,0
12364600,5-(Chloromethyl)-3-ethylisoxazole,CCC1=NOC(=C1)CCl,0
15541848,Ethyl 2-amino-4-methyl-5-(4-nitrophenyl)thiophene-3-carboxylate,CCOC(=O)C1=C(SC(=C1C)C2=CC=C(C=C2)[N+](=O)[O-])N,0
13821924,1-Bromo-3-propylbenzene,CCCC1=CC(=CC=C1)Br,0
61198,Diethylene glycol dinitrate,C(CO[N+](=O)[O-])OCCO[N+](=O)[O-],0
21982349,"3,4-dihydro-2H-1-benzopyran-4-carboxamide",C1COC2=CC=CC=C2C1C(=O)N,0
3157178,1-Boc-3-oxopiperazine,CC(C)(C)OC(=O)N1CCNC(=O)C1,0
155905259,"(3S,4R)-3-Fluoro-1-methylpiperidin-4-amine dihydrochloride",CN1CCC(C(C1)F)N.Cl.Cl,0
165360412,"Diphosphoric acid, barium cadmium salt (1:1:1)",[O-]P(=O)([O-])OP(=O)([O-])[O-].[Cd+2].[Ba+2],0
79439122,"4,6-Dichloro-5-(2-chlorophenyl)-2-(2-methylcyclopropyl)pyrimidine",CC1CC1C2=NC(=C(C(=N2)Cl)C3=CC=CC=C3Cl)Cl,0
67528971,"2-(1,4-dimethyl-1H-pyrazol-3-yl)aceticacid",CC1=CN(N=C1CC(=O)O)C,0
137943639,1-(4-Ethoxyphenyl)cyclopropan-1-aminehydrochloride,CCOC1=CC=C(C=C1)C2(CC2)N.Cl,0
20691945,"2-Methyl-5-trifluoromethyl-1,3,4-oxadiazole",CC1=NN=C(O1)C(F)(F)F,0
90114434,"rac-4,4,4-Trifluorobutane-1,2-diamine dihydrochloride",C(C(CN)N)C(F)(F)F.Cl.Cl,0
94882,Methyl 5-nitro-2-furoate,COC(=O)C1=CC=C(O1)[N+](=O)[O-],0
4650421,1-(3-Bromophenyl)-3-methylurea,CNC(=O)NC1=CC(=CC=C1)Br,0
10845489,N-(2-Aminoethyl)-3-methoxybenzamide,COC1=CC=CC(=C1)C(=O)NCCN,0
13609518,4-Amino-N-[4-(trifluoromethyl)phenyl]benzamide,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)C(F)(F)F)N,0
119053,"7-Methoxy-1,2,3,4-tetrahydroacridin-9-amine",COC1=CC2=C(C=C1)N=C3CCCCC3=C2N,0
59556707,4-(1-Cyanocyclopropyl)benzoic acid,C1CC1(C#N)C2=CC=C(C=C2)C(=O)O,0
23160731,Chlorohydroxyoxozirconium,[OH-].O=[Zr+2].[Cl-],0
3731013,6-Fluorooxindole,C1C2=C(C=C(C=C2)F)NC1=O,0
2775328,Methyl 2-bromo-3-(4-(trifluoromethoxy)phenyl)propanoate,COC(=O)C(CC1=CC=C(C=C1)OC(F)(F)F)Br,0
71552,Heptadecanal,CCCCCCCCCCCCCCCCC=O,0
23960,Thorium,[Th],0
88439,Trimellitimide,C1=CC2=C(C=C1C(=O)O)C(=O)NC2=O,0
71362951,"N,N,N',N'-Tetramethylsilanediamine",CN(C)[SiH2]N(C)C,0
16204520,2-Methyl-1-pentylpyridinium bromide,CCCCC[N+]1=CC=CC=C1C.[Br-],0
241554,"2,4-Dichloro-6-phenylpyrimidine",C1=CC=C(C=C1)C2=CC(=NC(=N2)Cl)Cl,0
124253002,(5-Bromo-2-chloro-6-methyl-pyridin-3-yl)-methanol,CC1=C(C=C(C(=N1)Cl)CO)Br,0
51889586,"2-(Chloromethyl)-5-cyclobutyl-1,3,4-oxadiazole",C1CC(C1)C2=NN=C(O2)CCl,0
3647241,6-Ethyl-3-(4-iodophenoxy)-4-oxo-2-(trifluoromethyl)-4H-chromen-7-yl 2-phenylquinoline-4-carboxylate,CCC1=CC2=C(C=C1OC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CC=C5)OC(=C(C2=O)OC6=CC=C(C=C6)I)C(F)(F)F,0
6453802,"2-Fluoro-1,3-dimethylpyridinium tosylate",CC1=CC=C(C=C1)S(=O)(=O)[O-].CC1=C([N+](=CC=C1)C)F,0
46779067,"2-(1H-1,2,4-Triazol-1-YL)ethanimidamide hydrochloride",C1=NN(C=N1)CC(=N)N.Cl,0
13120301,Benzyl N-(4-aminobutyl)carbamate hydrochloride,C1=CC=C(C=C1)COC(=O)NCCCCN.Cl,0
205130,"5-Chloroquinazoline-2,4-diamine",C1=CC2=C(C(=C1)Cl)C(=NC(=N2)N)N,0
10121822,Brucine Sulfate Heptahydrate [for Nitrate Analysis],COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC.O.O.O.O.O.O.O.OS(=O)(=O)O,0
18455001,"3,5,6-Trimethylpyrazine-2-carbaldehyde",CC1=C(N=C(C(=N1)C)C=O)C,0
71756869,"3-Bromo-1,1,1-trifluoro-2-methylpropane",CC(CBr)C(F)(F)F,0
137944475,"(1,3,3-Trimethylcyclobutyl)methanesulfonyl chloride",CC1(CC(C1)(C)CS(=O)(=O)Cl)C,0
22627839,(4-Ethynylphenyl)trimethylsilane,C[Si](C)(C)C1=CC=C(C=C1)C#C,0
2795476,(1-methyl-5-phenyl-1H-pyrazol-4-yl)methanol,CN1C(=C(C=N1)CO)C2=CC=CC=C2,0
9949848,Medrogestone,CC1=CC2C(CCC3(C2CCC3(C)C(=O)C)C)C4(C1=CC(=O)CC4)C,0
18784136,Cyclopentylmethanamine hydrochloride,C1CCC(C1)CN.Cl,0
11477,3-Chlorobenzaldehyde,C1=CC(=CC(=C1)Cl)C=O,0
69950,Triacetylmethane,CC(=O)C(C(=O)C)C(=O)C,0
25418322,"7,8-Dimethoxy-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine",COC1=C(C=C2C(=C1)CNCCN2)OC,0
21432497,n-(2-Hydroxyethyl)sulfamide,C(CO)NS(=O)(=O)N,0
16217403,Boc-Asp-OH-15N,CC(C)(C)OC(=O)NC(CC(=O)O)C(=O)O,0
136246610,DL 473;Cyclopentylrifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,0
17805728,3-(Methylthio)pyrrolidine,CSC1CCNC1,0
19094436,2-Phenoxypropanenitrile,CC(C#N)OC1=CC=CC=C1,0
53426592,"1,1,1-Trichloro-4-ethoxy-3-buten-2-one",CCOC=CC(=O)C(Cl)(Cl)Cl,0
12982326,4-(Cyanoamino)benzoic acid,C1=CC(=CC=C1C(=O)O)NC#N,0
116860948,tert-Butyl N-[2-hydroxy-1-(oxan-4-yl)ethyl]carbamate,CC(C)(C)OC(=O)NC(CO)C1CCOCC1,0
101650194,"S-[(2R,3S,4S,6S)-6-[[(2R,3S,4S,5R,6R)-5-[(2S,4S,5S)-5-[acetyl(ethyl)amino]-4-methoxyoxan-2-yl]oxy-4-hydroxy-6-[[(2S,5Z,9R,13Z)-9-hydroxy-12-(methoxycarbonylamino)-13-[2-(methyltrisulfanyl)ethylidene]-11-oxo-2-bicyclo[7.3.1]trideca-1(12),5-dien-3,7-diynyl]oxy]-2-methyloxan-3-yl]amino]oxy-4-hydroxy-2-methyloxan-3-yl] 4-[(2S,3R,4R,5S,6S)-3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl]oxy-5-iodo-2,3-dimethoxy-6-methylbenzenecarbothioate",CCN(C1COC(CC1OC)OC2C(C(C(OC2OC3C#CC=CC#CC4(CC(=O)C(=C3C4=CCSSSC)NC(=O)OC)O)C)NOC5CC(C(C(O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)OC7C(C(C(C(O7)C)O)OC)O)I)C)O)O)C(=O)C,0
2776987,"2,2,5-Trifluoro-1,3-benzodioxole",C1=CC2=C(C=C1F)OC(O2)(F)F,0
72211990,2-Amino-6-bromo-4-pyridinecarboxylic acid,C1=C(C=C(N=C1N)Br)C(=O)O,0
146049313,"Lithium;1-methyl-6,7-dihydro-5H-pyrrolo[1,2-c]imidazole-3-carboxylate",[Li+].CC1=C2CCCN2C(=N1)C(=O)[O-],0
80308,d-Alaninol,CC(CO)N,0
134690775,"3-Hydrazinyl-1lambda6-thiane-1,1-dione dihydrochloride",C1CC(CS(=O)(=O)C1)NN.Cl.Cl,0
75193236,Bis(pentafluorophenylthio) copper(II),C1(=C(C(=C(C(=C1F)F)[S-])F)F)F.C1(=C(C(=C(C(=C1F)F)[S-])F)F)F.[Cu+2],0
88907656,2-Bromo-4-methoxy-6-methylpyridine,CC1=CC(=CC(=N1)Br)OC,0
123095,"Stannane, trimethylphenyl-",C[Sn](C)(C)C1=CC=CC=C1,0
22607530,6-Bromo-3-chloroisoquinoline,C1=CC2=CN=C(C=C2C=C1Br)Cl,0
137838180,"Lithium(1+) ion 2-{2-[(2,2-difluoroethyl)amino]-1,3-thiazol-4-yl}acetate",[Li+].C1=C(N=C(S1)NCC(F)F)CC(=O)[O-],0
436153,N-methyl-1-(thiophen-2-yl)methanamine,CNCC1=CC=CS1,0
124511,4-Chloro-6-methoxyindole,COC1=CC2=C(C=CN2)C(=C1)Cl,0
244025,2-Bromo-2'-nitroacetophenone,C1=CC=C(C(=C1)C(=O)CBr)[N+](=O)[O-],0
59049280,"4-Ethyl-4H-1,2,4-triazole-3-carbaldehyde",CCN1C=NN=C1C=O,0
83856190,3-(Perfluoroethyl)benzaldehyde,C1=CC(=CC(=C1)C(C(F)(F)F)(F)F)C=O,0
6098003,Dichlorobis(pyridine)palladium(II),C1=CC=NC=C1.C1=CC=NC=C1.Cl[Pd]Cl,0
165996249,1-(2-methoxyethyl)-1H-indol-5-amine hydrochloride,COCCN1C=CC2=C1C=CC(=C2)N.Cl,0
84243,"Benzeneethanamine, N,N-dibutyl-, hydrochloride (1:1)",CCCCN(CCCC)CCC1=CC=CC=C1.Cl,0
73994762,2-Methoxycycloheptan-1-amine hydrochloride,COC1CCCCCC1N.Cl,0
86692451,6-(Tetrahydro-2H-pyran-4-yl)pyridin-3-amine,C1COCCC1C2=NC=C(C=C2)N,0
59764244,"7-Hydroxypyrazolo[1,5-a]pyrimidine-5-carboxylic acid",C1=CNN2C1=NC(=CC2=O)C(=O)O,0
84692351,2-Bromo-3-methoxy-6-methylbenzaldehyde,CC1=C(C(=C(C=C1)OC)Br)C=O,0
71306285,"((1S,3S,4S)-3-bromo-7,7-dimethyl-2-oxobicyclo[2.2.1]heptan-1-yl)methanesulfonic acid hydrate",CC1(C2CCC1(C(=O)C2Br)CS(=O)(=O)O)C.O,0
349732,"Cyclohexane-1,3,5-tricarboxylic acid",C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O,0
2724689,Benzeneselenenyl iodide,C1=CC=C(C=C1)[Se]I,0
9859067,"Octanoic acid, 3-hydroxypropyl ester",CCCCCCCC(=O)OCCCO,0
11304,"1,4-Dimethylnaphthalene",CC1=CC=C(C2=CC=CC=C12)C,0
165655041,Ethyl3-(methylamino)butanoatehydrochloride,CCOC(=O)CC(C)NC.Cl,0
22831881,Ethyl 3-(tetrahydrofuran-3-yl)-3-oxopropanoate,CCOC(=O)CC(=O)C1CCOC1,0
338261,5-(4-Nitrobenzylidene)barbituric acid,C1=CC(=CC=C1C=C2C(=O)NC(=O)NC2=O)[N+](=O)[O-],0
20823762,1-(Dimethylamino)-3-methylbutan-2-ol,CC(C)C(CN(C)C)O,0
9625312,4-Ethoxy-N-(2-(2-(2-methoxybenzylidene)hydrazino)-2-oxoethyl)benzamide,CCOC1=CC=C(C=C1)C(=O)NCC(=O)NN=CC2=CC=CC=C2OC,0
4147845,1-(4-Iodophenyl)piperazine,C1CN(CCN1)C2=CC=C(C=C2)I,0
155943305,"Rac-imino(methyl){[(1r,3r)-3-aminocyclobutyl]methyl}-lambda6-sulfanone dihydrochloride, trans",CS(=N)(=O)CC1CC(C1)N.Cl.Cl,0
10510843,N-(2-hydroxyethyl)-N-methylacetamide,CC(=O)N(C)CCO,0
3085904,12-Ethoxydodecan-1-amine,CCOCCCCCCCCCCCCN,0
853572,"(1R,2S)-2-hydroxycyclohexane-1-carboxylic acid",C1CCC(C(C1)C(=O)O)O,0
44134947,"Barium(2+);2,3,4,5,6-pentahydroxyhexyl phosphate",C(C(C(C(C(COP(=O)([O-])[O-])O)O)O)O)O.[Ba+2],0
15286523,Benzyl 3-oxo-9-azabicyclo[3.3.1]nonane-9-carboxylate,C1CC2CC(=O)CC(C1)N2C(=O)OCC3=CC=CC=C3,0
6441941,"Butanedioic acid, 2-(dodecen-1-yl)-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)",CCCCCCCCCCC=CC(CC(=O)O)C(=O)O.C(CO)N(CCO)CCO,0
47003200,2-Amino-1-(4-hydroxypiperidin-1-yl)-4-methylpentan-1-one hydrochloride,CC(C)CC(C(=O)N1CCC(CC1)O)N.Cl,0
75599,4-Amino-2-methoxybenzoic acid,COC1=C(C=CC(=C1)N)C(=O)O,0
16217355,"Lauric acid-1,2-13C2",CCCCCCCCCCCC(=O)O,0
11471072,2-Bromo-5-nitrobenzoyl chloride,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)Cl)Br,0
5018790,4-[2-(Trifluoromethyl)phenoxy]piperidine,C1CNCCC1OC2=CC=CC=C2C(F)(F)F,0
165944551,"2-{1-[(4-chlorophenyl)methyl]-1H-1,3-benzodiazol-2-yl}ethan-1-amine dihydrochloride",C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)CCN.Cl.Cl,0
12635,Tetracyanoethylene,C(#N)C(=C(C#N)C#N)C#N,0
2773646,5-chloro-4-fluoro-1H-indole,C1=CC(=C(C2=C1NC=C2)F)Cl,0
69524,"2,2-Diethoxyethylamine",CCOC(CN)OCC,0
11544,tert-Butyl isothiocyanate,CC(C)(C)N=C=S,0
133662227,"2-(4-Bromo-2-chloro-5-methylphenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2Cl)Br)C,0
83487964,Tert-butyl 5-aminooctahydro-2h-isoindole-2-carboxylate,CC(C)(C)OC(=O)N1CC2CCC(CC2C1)N,0
16777276,2-(4-Aminopiperidin-1-yl)-1-(pyrrolidin-1-yl)ethan-1-one,C1CCN(C1)C(=O)CN2CCC(CC2)N,0
94868973,(2R)-2-Propan-2-ylcyclopentan-1-one,CC(C)C1CCCC1=O,0
165994636,"rac-2-[(1R,2S)-2-(methoxycarbonyl)cyclopentyl]acetic acid",COC(=O)C1CCCC1CC(=O)O,0
2782825,"2,2-Difluoropropionic acid",CC(C(=O)O)(F)F,0
73977918,(1-Methyl-3-oxo-cyclobutyl)carbamic acid tert-butyl ester,CC1(CC(=O)C1)NC(=O)OC(C)(C)C,0
24201848,2-Amino-3-(4-sulfanylphenyl)propanoic acid hydrochloride,C1=CC(=CC=C1CC(C(=O)O)N)S.Cl,0
10932444,"6,7-difluoro-2H-3,1-benzoxazine-2,4(1H)-dione",C1=C2C(=CC(=C1F)F)NC(=O)OC2=O,0
252897,Ethyl 3-hydrazino-3-oxopropionate,CCOC(=O)CC(=O)NN,0
23162865,"2,3-Dichloro-4-fluoroaniline",C1=CC(=C(C(=C1N)Cl)Cl)F,0
109952,"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-methyl-",CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0
53421617,"8-Bromo-2-methoxy-1,5-naphthyridine",COC1=NC2=C(C=CN=C2C=C1)Br,0
5195236,2-(1H-imidazol-1-yl)-1-phenylethanamine,C1=CC=C(C=C1)C(CN2C=CN=C2)N,0
21200241,6-Sulfamoylpyridine-3-carboxylic acid,C1=CC(=NC=C1C(=O)O)S(=O)(=O)N,0
503252,4-Amino-1-(tert-butoxycarbonyl)pyrrolidine-3-carboxylic acid,CC(C)(C)OC(=O)N1CC(C(C1)N)C(=O)O,0
250107,4-Pentyloxybenzyl alcohol,CCCCCOC1=CC=C(C=C1)CO,0
16227341,"{[5-(4-chlorophenyl)-4-(2-furylmethyl)-4H-1,2,4-triazol-3-yl]thio}acetic acid",C1=COC(=C1)CN2C(=NN=C2SCC(=O)O)C3=CC=C(C=C3)Cl,0
11062412,"5,5-Dimethylhexan-2-one",CC(=O)CCC(C)(C)C,0
166725,"Silicic acid, barium salt",[O-][Si](=O)[O-].[Ba+2],0
298902,3-Methoxybenzo[c]phenanthrene,COC1=CC2=C(C=C1)C3=C(C=CC4=CC=CC=C43)C=C2,0
146157873,"(9S,10R,13S,14R,17S)-10,13-Dimethyl-17-(2-methyl-1,3-dioxolan-2-yl)-1,2,4,9,10,11,12,13,14,15,16,17-dodecahydrospiro[cyclopenta[a]phenanthrene-3,2'-[1,3]dioxolane]",CC12CCC3C(=CC=C4C3(CCC5(C4)OCCO5)C)C1CCC2C6(OCCO6)C,0
5281073,Methysergide Maleate,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C.C(=CC(=O)O)C(=O)O,0
10855,"4,4'-Azodianiline",C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N,0
134691791,"(2R,3S)-2-Methylazetidin-3-OL hydrochloride",CC1C(CN1)O.Cl,0
94004,2-((Benzoyloxy)methyl)benzoyl chloride,C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2C(=O)Cl,0
7359212,tert-butyl (2R)-2-aminopropanoate,CC(C(=O)OC(C)(C)C)N,0
2820896,"Methyl 3-aminothieno[2,3-b]pyridine-2-carboxylate",COC(=O)C1=C(C2=C(S1)N=CC=C2)N,0
135387056,"(3S,5R)-4,4-Difluoro-3,5-dimethylpiperidine hydrochloride",CC1CNCC(C1(F)F)C.Cl,0
9632969,4-(2-(Hydroxy(phenyl)acetyl)carbohydrazonoyl)-2-methoxyphenyl 3-phenylacrylate,COC1=C(C=CC(=C1)C=NNC(=O)C(C2=CC=CC=C2)O)OC(=O)C=CC3=CC=CC=C3,0
12993770,(5-Bromo-2-methylphenyl)methanol,CC1=C(C=C(C=C1)Br)CO,0
75531037,"1-Methyl-1H-pyrazole-3,4-diamine dihydrochloride",CN1C=C(C(=N1)N)N.Cl.Cl,0
45108224,"(R)-3-(5-(2-Aminopropyl)-7-cyanoindolin-1-yl)propyl benzoate (2R,3R)-2,3-dihydroxysuccinate",CC(CC1=CC2=C(C(=C1)C#N)N(CC2)CCCOC(=O)C3=CC=CC=C3)N.C(C(C(=O)O)O)(C(=O)O)O,0
10636020,"Ethane, 1-(2-iodoethoxy)-2-(2-methoxyethoxy)-",COCCOCCOCCI,0
1631814,7-Propoxy-chromen-2-one,CCCOC1=CC2=C(C=C1)C=CC(=O)O2,0
93572,1-(2-Thiazolylazo)-2-naphthol,C1=CC=C2C(=C1)C=CC(=C2N=NC3=NC=CS3)O,0
42614233,(3-Chloropyrazin-2-yl)methanamine hydrochloride,C1=CN=C(C(=N1)CN)Cl.Cl,0
4459028,Methyl 2-{[(tert-butoxy)carbonyl]amino}-3-(4-hydroxyphenyl)propanoate,CC(C)(C)OC(=O)NC(CC1=CC=C(C=C1)O)C(=O)OC,0
165906181,"(1S,2R,10S,11S,12R)-N-(4-bromo-3-chlorophenyl)-10-phenyl-9-azatetracyclo[10.2.1.02,11.03,8]pentadeca-3(8),4,6-triene-5-carboxamide",C1CC2CC1C3C2C4=C(C=CC(=C4)C(=O)NC5=CC(=C(C=C5)Br)Cl)NC3C6=CC=CC=C6,0
16773904,"1-(2-fluorophenyl)-1H,4H,5H,6H-cyclopenta[c]pyrazole-3-carboxylic acid",C1CC2=C(C1)N(N=C2C(=O)O)C3=CC=CC=C3F,0
16227268,"3-[8-(Aminocarbonyl)-2,4-dimethylimidazo[1,5-a]pyrimidin-3-yl]propanoic acid",CC1=C(C(=NC2=C(N=CN12)C(=O)N)C)CCC(=O)O,0
17570939,3-(Cyclopropylamino)propanoic acid hydrochloride,C1CC1NCCC(=O)O.Cl,0
45158849,"1-Piperazinecarboxylicacid, 2-[(phenylmethoxy)methyl]-, 1,1-dimethylethyl ester, (2R)-",CC(C)(C)OC(=O)N1CCNCC1COCC2=CC=CC=C2,0
158349,N-(2-(1-Maleimidyl)ethyl)-7-(diethylamino)coumarin-3-carboxamide,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)NCCN3C(=O)C=CC3=O,0
155905903,(2-Chloro-3-fluoro-6-methylphenyl)boronic acid,B(C1=C(C=CC(=C1Cl)F)C)(O)O,0
18691607,"Benzo[b]thiophene-5-carboxaldehyde, 6-chloro-",C1=CSC2=CC(=C(C=C21)C=O)Cl,0
135867502,N-Hydroxy-4-pyrimidinecarboximidamide,C1=CN=CN=C1C(=NO)N,0
832243,2-Amino-4-methylthiazole-5-carboxylic acid,CC1=C(SC(=N1)N)C(=O)O,0
11147854,N-Methoxy-N-methylcyclopentanecarboxamide,CN(C(=O)C1CCCC1)OC,0
6879086,"3-(3-Chlorophenyl)-4-(((2-methoxynaphthalen-1-yl)methylene)amino)-1H-1,2,4-triazole-5(4H)-thione",COC1=C(C2=CC=CC=C2C=C1)C=NN3C(=NNC3=S)C4=CC(=CC=C4)Cl,0
6878766,"4-((4-Bromobenzylidene)amino)-5-(pyridin-2-yl)-4H-1,2,4-triazole-3-thiol",C1=CC=NC(=C1)C2=NNC(=S)N2N=CC3=CC=C(C=C3)Br,0
